Sun Nov  7 13:35:14 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:35:14 2021 L'Arduino ha segnalato questo errore: |er  |
Sun Nov  7 20:25:01 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:13 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:13 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:13 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:13 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:17 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:17 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:17 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:17 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:18 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:18 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:18 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:18 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:18 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:19 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:19 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:19 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:19 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:19 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:20 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:20 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:20 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:20 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:20 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:20 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:21 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:21 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:21 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:21 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:21 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:22 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:22 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:22 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:22 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:22 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:23 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:23 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:23 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:23 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:23 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:24 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:24 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:24 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:24 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:24 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:25 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:25 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:25 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:25 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:25 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:25 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:26 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:26 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:26 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:26 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:26 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:26 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:27 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:27 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:27 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:27 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:27 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:27 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:28 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:28 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:28 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:28 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:28 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:29 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:29 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:29 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:29 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:29 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:29 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:31 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:31 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:31 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:31 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:31 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:32 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:32 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:32 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:32 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:32 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:33 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:33 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:33 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:33 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:33 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:34 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:34 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:34 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:34 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:35 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:35 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:35 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:35 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:35 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:36 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:36 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:36 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:36 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:36 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:37 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:37 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:37 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:37 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:37 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:38 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:38 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:38 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:38 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:39 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:39 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:39 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:39 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:39 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:40 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:40 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:40 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:40 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:40 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:41 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:41 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 20:25:41 2021 Error sending message, retrying. Cause: Remote I/O error
